train,val,test
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/08.png,/data1/hjq/data/OCT_AMD//train/NORMAL13_0/063.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/08.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/025.png,/data1/hjq/data/OCT_AMD//train/NORMAL13_0/040.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/025.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/034.png,/data1/hjq/data/OCT_AMD//train/NORMAL13_0/085.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/034.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/035.png,/data1/hjq/data/OCT_AMD//train/NORMAL13_0/048.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/035.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/046.png,/data1/hjq/data/OCT_AMD//train/NORMAL13_0/097.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/046.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/02.png,/data1/hjq/data/OCT_AMD//train/NORMAL13_0/032.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/02.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/042.png,/data1/hjq/data/OCT_AMD//train/NORMAL13_0/026.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/042.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/06.png,/data1/hjq/data/OCT_AMD//train/NORMAL13_0/023.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/06.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/049.png,/data1/hjq/data/OCT_AMD//train/NORMAL13_0/017.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/049.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/07.png,/data1/hjq/data/OCT_AMD//train/NORMAL13_0/05.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/07.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/091.png,/data1/hjq/data/OCT_AMD//train/NORMAL13_0/080.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/043.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/078.png,/data1/hjq/data/OCT_AMD//train/NORMAL13_0/082.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/024.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/043.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/030.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/047.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/024.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/028.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/070.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/047.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/021.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/050.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/070.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/012.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/041.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/089.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/031.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/063.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/050.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/011.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/040.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/041.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/016.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/048.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/063.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/018.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/032.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/040.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/019.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/026.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/085.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/014.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/023.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/048.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/022.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/017.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/097.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/020.png,/data1/hjq/data/OCT_AMD//test/AMD9_2/05.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/032.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/010.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/030.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/026.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/01.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/028.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/023.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/037.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/021.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/017.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/015.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/064.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/05.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/029.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/012.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/080.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/036.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/067.png
/data1/hjq/data/OCT_AMD//train/NORMAL15_0/082.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/033.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/061.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/030.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/04.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/096.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/028.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/09.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/084.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/021.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/027.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/031.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/064.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/013.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/062.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/012.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/03.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/011.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/067.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/08.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/069.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/061.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/025.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/039.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/031.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/034.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/093.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/062.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/035.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/016.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/011.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/02.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/077.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/069.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/06.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/083.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/039.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/07.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/074.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/016.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/024.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/060.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/060.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/032.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/090.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/018.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/026.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/018.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/019.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/023.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/076.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/014.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/017.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/019.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/055.png,/data1/hjq/data/OCT_AMD//train/AMD11_2/05.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/014.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/054.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/030.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/088.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/022.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/028.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/055.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/020.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/021.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/054.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/010.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/012.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/022.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/01.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/031.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/086.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/066.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/011.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/020.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/057.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/016.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/094.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/037.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/018.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/010.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/068.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/019.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/01.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/015.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/014.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/066.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/029.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/022.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/057.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/036.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/020.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/079.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/071.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/010.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/037.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/033.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/01.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/092.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/04.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/037.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/075.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/09.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/015.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/068.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/027.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/029.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/095.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/051.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/036.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/015.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/072.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/033.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/029.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/044.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/04.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/036.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/013.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/09.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/071.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/052.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/027.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/033.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/045.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/013.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/081.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/059.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/03.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/04.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/03.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/08.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/09.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/065.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/025.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/027.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/073.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/034.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/051.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/058.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/035.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/072.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/038.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/02.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/044.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/056.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/06.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/013.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/053.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/07.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/087.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/08.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/024.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/052.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/025.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/032.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/045.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/034.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/026.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/059.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/035.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/023.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/03.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/046.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/017.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/065.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/02.png,/data1/hjq/data/OCT_AMD//train/AMD13_2/05.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/073.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/042.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/030.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/058.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/06.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/028.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/038.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/049.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/021.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/056.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/07.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/012.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/053.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/043.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/031.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/08.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/024.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/011.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/025.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/047.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/016.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/034.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/070.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/018.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/035.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/050.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/019.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/046.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/041.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/014.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/02.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/063.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/022.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/042.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/040.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/020.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/06.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/048.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/010.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/049.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/032.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/01.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/07.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/026.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/037.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/091.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/023.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/015.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/078.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/017.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/029.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/043.png
/data1/hjq/data/OCT_AMD//train/AMD10_2/05.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/036.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/024.png
/data1/hjq/data/OCT_AMD//train/DME14_1/030.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/033.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/047.png
/data1/hjq/data/OCT_AMD//train/DME14_1/028.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/04.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/070.png
/data1/hjq/data/OCT_AMD//train/DME14_1/021.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/09.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/089.png
/data1/hjq/data/OCT_AMD//train/DME14_1/012.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/027.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/050.png
/data1/hjq/data/OCT_AMD//train/DME14_1/061.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/013.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/041.png
/data1/hjq/data/OCT_AMD//train/DME14_1/031.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/03.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/063.png
/data1/hjq/data/OCT_AMD//train/DME14_1/011.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/08.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/040.png
/data1/hjq/data/OCT_AMD//train/DME14_1/039.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/025.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/085.png
/data1/hjq/data/OCT_AMD//train/DME14_1/016.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/034.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/048.png
/data1/hjq/data/OCT_AMD//train/DME14_1/060.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/035.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/097.png
/data1/hjq/data/OCT_AMD//train/DME14_1/018.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/02.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/032.png
/data1/hjq/data/OCT_AMD//train/DME14_1/019.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/06.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/026.png
/data1/hjq/data/OCT_AMD//train/DME14_1/014.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/07.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/023.png
/data1/hjq/data/OCT_AMD//train/DME14_1/055.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/024.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/017.png
/data1/hjq/data/OCT_AMD//train/DME14_1/054.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/032.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/05.png
/data1/hjq/data/OCT_AMD//train/DME14_1/022.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/026.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/080.png
/data1/hjq/data/OCT_AMD//train/DME14_1/020.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/023.png,/data1/hjq/data/OCT_AMD//test/NORMAL4_0/082.png
/data1/hjq/data/OCT_AMD//train/DME14_1/010.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/017.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/030.png
/data1/hjq/data/OCT_AMD//train/DME14_1/01.png,/data1/hjq/data/OCT_AMD//train/AMD4_2/05.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/028.png
/data1/hjq/data/OCT_AMD//train/DME14_1/057.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/030.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/021.png
/data1/hjq/data/OCT_AMD//train/DME14_1/037.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/028.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/012.png
/data1/hjq/data/OCT_AMD//train/DME14_1/015.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/021.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/031.png
/data1/hjq/data/OCT_AMD//train/DME14_1/029.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/012.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/011.png
/data1/hjq/data/OCT_AMD//train/DME14_1/036.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/031.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/016.png
/data1/hjq/data/OCT_AMD//train/DME14_1/033.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/011.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/018.png
/data1/hjq/data/OCT_AMD//train/DME14_1/04.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/016.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/019.png
/data1/hjq/data/OCT_AMD//train/DME14_1/09.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/018.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/014.png
/data1/hjq/data/OCT_AMD//train/DME14_1/027.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/019.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/022.png
/data1/hjq/data/OCT_AMD//train/DME14_1/051.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/014.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/020.png
/data1/hjq/data/OCT_AMD//train/DME14_1/044.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/022.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/010.png
/data1/hjq/data/OCT_AMD//train/DME14_1/013.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/020.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/01.png
/data1/hjq/data/OCT_AMD//train/DME14_1/052.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/010.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/037.png
/data1/hjq/data/OCT_AMD//train/DME14_1/045.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/01.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/015.png
/data1/hjq/data/OCT_AMD//train/DME14_1/059.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/037.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/029.png
/data1/hjq/data/OCT_AMD//train/DME14_1/03.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/015.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/036.png
/data1/hjq/data/OCT_AMD//train/DME14_1/058.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/029.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/033.png
/data1/hjq/data/OCT_AMD//train/DME14_1/038.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/036.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/04.png
/data1/hjq/data/OCT_AMD//train/DME14_1/056.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/033.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/09.png
/data1/hjq/data/OCT_AMD//train/DME14_1/053.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/04.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/027.png
/data1/hjq/data/OCT_AMD//train/DME14_1/08.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/09.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/013.png
/data1/hjq/data/OCT_AMD//train/DME14_1/025.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/027.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/03.png
/data1/hjq/data/OCT_AMD//train/DME14_1/034.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/013.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/08.png
/data1/hjq/data/OCT_AMD//train/DME14_1/035.png,/data1/hjq/data/OCT_AMD//train/AMD12_2/03.png,/data1/hjq/data/OCT_AMD//test/AMD3_2/025.png
